playerId,playerName,teamId,h_a,matchId,clearanceTotal
44189.0,Sergio Canales,56,h,1993903,0
97659.0,Gerard Moreno,839,a,1993903,0
135366.0,Ayoze Pérez,839,a,1993903,0
239872.0,Nicolas Pepe,839,a,1993903,0
331171.0,Asier Villalibre,56,h,1993903,0
335107.0,Juan Foyth,839,a,1993903,8
362735.0,Santi Comesaña,839,a,1993903,2
371027.0,Tajon Buchanan,839,a,1993903,0
389020.0,Georges Mikautadze,839,a,1993903,1
399047.0,Pape Gueye,839,a,1993903,1
400826.0,Luiz Júnior,839,a,1993903,0
402137.0,Iñigo Vicente,56,h,1993903,1
413758.0,Pablo Ramón,56,h,1993903,7
422961.0,Andrés Martín,56,h,1993903,0
423108.0,Julen Agirrezabala,56,h,1993903,1
423973.0,Manu Hernando,56,h,1993903,10
428500.0,Ilias Akhomach,839,a,1993903,0
434077.0,Renato Veiga,839,a,1993903,9
440159.0,Alex Freeman,839,a,1993903,0
444264.0,Facu González,56,h,1993903,1
448211.0,Alberto Moleiro,839,a,1993903,0
448397.0,Álvaro Mantilla,56,h,1993903,2
448936.0,Santiago Mouriño,839,a,1993903,2
468931.0,Carlos Romero,839,a,1993903,3
472904.0,Gustavo Puerta,56,h,1993903,1
478316.0,Pedro Felipe,56,h,1993903,1
485481.0,Maguette Gueye,56,h,1993903,2
538158.0,Yassir Zabiri,56,h,1993903,0
541900.0,Jorge Salinas,56,h,1993903,4
545956.0,Diego Díaz,56,h,1993903,0
586240.0,Sergio Martínez,56,h,1993903,3
603190.0,Carlos Maciá,839,a,1993903,3
